title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Review of grid-forming inverters in support of power system operation,"G Song, B Cao, L Chang",2022,202,"… GFL inverters have brought system stability and reliability issues, as well as control challenges … in support of grid operation of modern power systems dominated by inverter-interfaced …",xrTsAhyKkb0J,"G Song, B Cao, L Chang - Chinese Journal of Electrical …, 2022 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9751441/,unknown,unknown
Challenges and potential solutions of grid-forming converters applied to wind power generation system—An overview,"L Huang, C Wu, D Zhou, L Chen, D Pagnani…",2023,68,"… To address the above issues, a new concept called “grid-forming” (GFM) converter has been proposed in recent years. Different from GFL converters, GFM converters can operate in the …",ivX7X6_3SjEJ,"L Huang, C Wu, D Zhou, L Chen, D Pagnani… - Frontiers in Energy …, 2023 - frontiersin.org",[],https://www.frontiersin.org/journals/energy-research/articles/10.3389/fenrg.2023.1040781/full,unknown,unknown
Grid-forming converter and stability aspects of renewable-based low-inertia power networks: Modern trends and challenges,"S Alshahrani, K Khan, M Abido, M Khalid",2024,52,"… scope of GFMs in renewable-integrated and converter-dominated power grid. The aim is to … expands on the numerous control architecture, control theories, and algorithms with …",Hcu-4d793UEJ,"S Alshahrani, K Khan, M Abido, M Khalid - Arabian journal for science and …, 2024 - Springer",[],https://link.springer.com/article/10.1007/s13369-023-08399-z,unknown,unknown
Virtual oscillator-based methods for grid-forming inverter control: A review,"SA Aghdam, M Agamy",2022,102,"… tion make it a promising candidate for inverter-dominant power systems. Moreover, VOC removes … a broad survey on applied VOC in power system control to point out challenges and …",1WdAMYgifH0J,"SA Aghdam, M Agamy - IET Renewable Power Generation, 2022 - scholar.archive.org",[],https://scholar.archive.org/work/jumtbldlrzc7jbimnzqp7uzjyy/access/wayback/https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/rpg2.12398,unknown,unknown
State of the art of the techniques for grid forming inverters to solve the challenges of renewable rich power grids,"E Bikdeli, MR Islam, MM Rahman, KM Muttaqi",2022,49,… Modified grid-forming converter control for black-start … grid forming direct voltage control and black-start capability. In Modelling and Simulation of Power Electronic Converter Dominated …,x8J7ivR2eCUJ,"E Bikdeli, MR Islam, MM Rahman, KM Muttaqi - Energies, 2022 - mdpi.com",[],https://www.mdpi.com/1996-1073/15/5/1879,unknown,unknown
Grid-forming inverters: A comparative study of different control strategies in frequency and time domains,"N Mohammed, H Udawatte, W Zhou…",2024,205,… (18) and (19) are used for the stability analysis in this study due to their dominant behavior … section explores the performance of the GFMIs in more dynamic and challenging situations. …,jslJd1F26FAJ,"N Mohammed, H Udawatte, W Zhou… - … Open Journal of the …, 2024 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10457945/,unknown,unknown
Reviewing control paradigms and emerging trends of grid-forming inverters—A comparative study,"K Rahman, J Hashimoto, D Orihara, TS Ustun, K Otani…",2024,44,"… , grid-following inverters may encounter challenges with voltage and frequency regulation during grid disturbances, potentially leading to stability issues and grid instability, particularly …",0A-IjSuZXikJ,"K Rahman, J Hashimoto, D Orihara, TS Ustun, K Otani… - Energies, 2024 - mdpi.com",[],https://www.mdpi.com/1996-1073/17/10/2400,unknown,unknown
Virtual oscillator‐based methods for grid‐forming inverter control: A review,"S Azizi Aghdam, M Agamy",2022,18,"… implementation make it a promising candidate for inverter-dominant power systems. Moreover, VOC … a broad survey on applied VOC in power system control to point out challenges and …",jENkg_puLkYJ,"S Azizi Aghdam, M Agamy - IET Renewable Power Generation, 2022 - Wiley Online Library",[],https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/rpg2.12398,unknown,unknown
Grid Forming Converters for Low Inertia Systems− Capabilities and Limitations: A Critical Review,"Q Salem, BB Fawaz, R Aljarrah…",2025,31,"… systems where inverter-based resources are dominated. Such a … In recent research, grid-forming converters (GFM) are … an open issue or challenge faced by the GFM converter without …",Vn0axQbIxWsJ,"Q Salem, BB Fawaz, R Aljarrah… - … Open Journal of the …, 2025 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10981620/,unknown,unknown
Promising grid-forming VSC control schemes toward sustainable power systems: Comprehensive review and perspectives,"K Mahmoud, P Astero, P Peltoniemi, M Lehtonen",2022,59,"… To handle these issues, great interest in the literature has been directed to develop … gridforming VSC control schemes which will be the backbone of sustainable converter-dominated …",2RhdbTZJqUwJ,"K Mahmoud, P Astero, P Peltoniemi, M Lehtonen - IEEe Access, 2022 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9982455/,unknown,unknown
